Nom_districte,Nom_barri,Descripcio_dia_setmana,Nom_mes,Dia_mes,Hora_dia,Descripcio_causa_vianant,Descripcio_tipus_vehicle,tipo_vehiculo,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Longitud,Latitud
Desconegut,Desconegut,Jueves,Junio,27,18,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1543111137033013,41.38529488462751
Desconegut,Desconegut,Jueves,Junio,27,18,No,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1543111137033013,41.38529488462751
Desconegut,Desconegut,Lunes,Noviembre,4,13,No,Motocicleta,Motocicleta,WW125EX2,HONDA,Blanc,B,35,2.1203618421503547,41.33944603154944
Desconegut,Desconegut,Martes,Febrero,26,22,No,Turisme,Turismo,307 SW PK,PEUGEOT,Gris,B,30,2.138579971778365,41.33299423006925
Desconegut,Desconegut,Martes,Febrero,26,22,No,Turisme,Turismo,C3,CITROEN,Negre,B,15,2.138579971778365,41.33299423006925
Desconegut,Desconegut,Martes,Abril,9,9,No,Veh. mobilitat personal amb motor,Patinete/patín,XS,JOYOR,Desconegut,Desconegut,Desconegut,2.1543111137033013,41.38529488462751
Desconegut,Desconegut,Martes,Agosto,6,7,No,Motocicleta,Motocicleta,T MAX,YAMAHA,Blanc,A2,9,2.132725982730078,41.32345726224436
Desconegut,Desconegut,Martes,Agosto,6,7,No,Tractor camió,Camión, ,IVECO FIAT,Blanc,B,17,2.132725982730078,41.32345726224436
Desconegut,Desconegut,Martes,Diciembre,24,20,No,Taxi,Taxi,ALTEA XL,SEAT,Negre/Groc,B,43,2.168971005971911,41.36214521025368
Desconegut,Desconegut,Martes,Diciembre,24,20,No,Tot terreny,Turismo,X5 3 0 D,BMW,Negre,B,35,2.168971005971911,41.36214521025368
Desconegut,Desconegut,Martes,Diciembre,24,20,No,Turisme,Turismo,POLO 1.4,VOLKSWAGEN,Gris,B,2,2.168971005971911,41.36214521025368
Eixample,Sant Antoni,Miércoles,Enero,23,15,No,Autobús,Autobús,7900,VOLVO,Vermell,D,17,2.162334793069694,41.37569167070221
Desconegut,Desconegut,Miércoles,Enero,23,22,No,Autobús,Autobús,B12BER,VOLVO,Blanc,D,2,2.114687991415673,41.3372796418757
Desconegut,Desconegut,Miércoles,Enero,23,22,No,Motocicleta,Motocicleta,CBR 600,HONDA,Blanc,A,11,2.114687991415673,41.3372796418757
Desconegut,Desconegut,Miércoles,Marzo,13,20,No,Turisme,Turismo,ASTRA G COUPE,OPEL,Desconegut,B,2,2.1050077945577943,41.38590267519319
Desconegut,Desconegut,Miércoles,Marzo,13,20,No,Turisme,Turismo,TOYOTA C-HR,TOYOTA,Desconegut,B,9,2.1050077945577943,41.38590267519319
Desconegut,Desconegut,Miércoles,Julio,3,14,No,Motocicleta,Motocicleta,ST 1300,HONDA,Blanc,A,24,2.138579971778365,41.33299423006925
Desconegut,Desconegut,Miércoles,Julio,3,14,No,Motocicleta,Motocicleta,YP400RA,YAMAHA,Gris,A,3,2.1203618421503547,41.33944603154944
Desconegut,Desconegut,Miércoles,Octubre,23,13,No,Autobús,Autobús,I6 13.35,IRIZAR,Blanc,D,27,2.1543111137033013,41.38529488462751
Desconegut,Desconegut,Miércoles,Octubre,23,13,No,Turisme,Turismo,IBIZA II,SEAT,Gris,B,5,2.1543111137033013,41.38529488462751
Desconegut,Desconegut,Domingo,Enero,20,19,No,Turisme,Turismo,GOLF,VOLKSWAGEN,Gris,B,8,2.1498103430760227,41.359781932930645
Desconegut,Desconegut,Domingo,Enero,20,19,No,Turisme,Turismo,PRIUS,TOYOTA,Blanc,B,23,2.1498103430760227,41.359781932930645
Desconegut,Desconegut,Domingo,Marzo,10,13,No,Bicicleta,Bicicleta, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut,2.1395118220376266,41.44727230127193
Desconegut,Desconegut,Viernes,Febrero,15,11,No,Furgoneta,Furgoneta,35C15,IVECO FIAT,Blanc,B,23,2.1357088326797826,41.33415484728828
Desconegut,Desconegut,Viernes,Febrero,15,11,No,Tractor camió,Camión,440,IVECO FIAT,Blanc,E C,27,2.1357088326797826,41.33415484728828
Desconegut,Desconegut,Viernes,Febrero,15,11,No,Tractor camió,Camión,FT 95,DAF-HERMANNS,Negre,E C,4,2.1357088326797826,41.33415484728828
Desconegut,Desconegut,Viernes,Febrero,15,11,No,Tractor camió,Camión,TGX 540,MAN,Blanc,E C,12,2.1357088326797826,41.33415484728828
Desconegut,Desconegut,Viernes,Marzo,29,7,No,Motocicleta,Motocicleta,SYMPHONY ST,S.Y.M,Negre,A,41,2.1203618421503547,41.33944603154944
Desconegut,Desconegut,Viernes,Marzo,29,7,No,Turisme,Turismo,C4,CITROEN,Negre,B,15,2.1203618421503547,41.33944603154944
Desconegut,Desconegut,Viernes,Mayo,10,10,No,Furgoneta,Furgoneta,TRANSIT,FORD,Blanc,B,12,2.1498103430760227,41.359781932930645
Desconegut,Desconegut,Viernes,Mayo,10,10,No,Motocicleta,Motocicleta,MT-09,YAMAHA,Negre,A,2,2.1498103430760227,41.359781932930645
Desconegut,Desconegut,Viernes,Mayo,10,10,No,Turisme,Turismo,208,PEUGEOT,Blanc,B,32,2.1498103430760227,41.359781932930645
Desconegut,Desconegut,Viernes,Septiembre,20,15,No,Turisme,Turismo,CLIO,RENAULT,Desconegut,B,30,2.143340985044812,41.428040229079606
Desconegut,Desconegut,Viernes,Octubre,25,16,No,"Camió rígid > 3,5 tones",Camión,FM9,VOLVO,Blanc,C,34,2.138579971778365,41.33299423006925
Desconegut,Desconegut,Viernes,Octubre,25,16,No,Turisme,Turismo,XSARA PICASSO,CITROEN,Negre,B,16,2.138579971778365,41.33299423006925
Ciutat Vella,el Raval,Martes,Febrero,26,2,No,Turisme,Turismo,FOCUS,FORD,Blanc,B,6,2.1695699824553287,41.37544101358135
Ciutat Vella,el Raval,Viernes,Mayo,31,12,Sí,Furgoneta,Furgoneta,MOVANO,OPEL,Blanc,B,6,2.168901010655908,41.37580963206187
Ciutat Vella,el Raval,Domingo,Febrero,24,0,No,Bicicleta,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,2.168311349142681,41.3821265166538
Ciutat Vella,el Raval,Domingo,Febrero,24,0,No,Taxi,Taxi,TOLEDO,SEAT,Negre,B,45,2.168311349142681,41.3821265166538
Ciutat Vella,el Raval,Martes,Diciembre,24,10,No,Furgoneta,Furgoneta,FIAT DOBLO,FIAT,Blau,B,34,2.168203745673523,41.38236803860705
Ciutat Vella,el Raval,Martes,Diciembre,24,10,No,Motocicleta,Motocicleta,N-MAX,YAMAHA,Blau,B,2,2.168203745673523,41.38236803860705
Ciutat Vella,el Raval,Martes,Mayo,21,17,No,Turisme,Turismo,FIAT TIPO,FIAT,Negre,B,30,2.1680144667054284,41.37878072270061
Ciutat Vella,el Raval,Miércoles,Enero,2,21,No,Motocicleta,Motocicleta,PEOPLE 125,KYMCO,Negre,B,6,2.176279681382044,41.37735080820788
Ciutat Vella,el Raval,Miércoles,Enero,2,21,No,Turisme,Turismo,207,PEUGEOT,Gris,B,9,2.176279681382044,41.37735080820788
Ciutat Vella,el Raval,Sábado,Marzo,2,17,No,Ciclomotor,Ciclomotor,ES2,ASKOL,Blanc,AM,29,2.176279681382044,41.37735080820788
Ciutat Vella,el Raval,Sábado,Marzo,2,17,No,Turisme,Turismo,C5,CITROEN,Gris,B,15,2.176279681382044,41.37735080820788
Ciutat Vella,el Raval,Miércoles,Febrero,6,4,No,"Camió rígid > 3,5 tones",Camión,AD260S27YÑ,IVECO BUS,Blanc,C,10,2.1755347134419134,41.37802850666952
Ciutat Vella,el Raval,Miércoles,Febrero,6,4,No,Turisme,Turismo,C-HR,TOYOTA,Gris,Desconegut,Desconegut,2.1755347134419134,41.37802850666952
Ciutat Vella,el Raval,Miércoles,Febrero,6,4,No,Turisme,Turismo,FOCUS,FORD,Blau,Desconegut,Desconegut,2.1755347134419134,41.37802850666952
Ciutat Vella,el Raval,Miércoles,Febrero,6,4,No,Turisme,Turismo,IBIZA,SEAT,Negre,Desconegut,Desconegut,2.1755347134419134,41.37802850666952
Ciutat Vella,el Raval,Sábado,Mayo,4,22,No,Motocicleta,Motocicleta,GRAND DINK 125,KYMCO,Desconegut,Desconegut,Desconegut,2.175392288110972,41.37831230116725
Ciutat Vella,el Raval,Sábado,Mayo,4,22,No,Motocicleta,Motocicleta,NSC110MPD,HONDA,Desconegut,Desconegut,Desconegut,2.175392288110972,41.37831230116725
Ciutat Vella,el Raval,Sábado,Mayo,4,22,No,Motocicleta,Motocicleta,SH125AD,HONDA,Desconegut,Desconegut,Desconegut,2.175392288110972,41.37831230116725
Ciutat Vella,el Raval,Sábado,Mayo,4,22,No,Turisme,Turismo,NUBIRA,DAEWOO,Platejat,B,13,2.175392288110972,41.37831230116725
Ciutat Vella,el Raval,Lunes,Mayo,27,18,No,Bicicleta,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,2.175162544913212,41.37870157714784
Ciutat Vella,el Raval,Lunes,Mayo,27,18,No,"Camió rígid <= 3,5 tones",Camión,TRANSIT,ROMU,Blanc,B,1,2.175162544913212,41.37870157714784
Ciutat Vella,el Raval,Martes,Noviembre,5,12,No,"Camió rígid > 3,5 tones",Camión,MASTER,RENAULT,Blau,B,34,2.175341428489987,41.37843813083082
Ciutat Vella,el Raval,Jueves,Marzo,7,4,No,Turisme,Turismo,IBIZA,SEAT,Blau,B,4,2.174672025413756,41.379162573201306
Ciutat Vella,el Raval,Jueves,Marzo,7,4,No,Turisme,Turismo,SWIFT,SUZUKI,Blanc,Desconegut,Desconegut,2.174672025413756,41.379162573201306
Ciutat Vella,el Raval,Miércoles,Mayo,1,16,No,"Camió rígid > 3,5 tones",Camión,75E,IVECO BUS,Desconegut,B,7,2.1732118204244064,41.38113768845226
Ciutat Vella,el Raval,Domingo,Marzo,31,0,No,Furgoneta,Furgoneta,BIPPER FG 1.3 H,PEUGEOT,Blanc,B,24,2.173013982435588,41.38107411547177
Ciutat Vella,el Raval,Domingo,Marzo,31,0,No,Furgoneta,Furgoneta,TOURNEO COURIER,FORD,Blanc,B,7,2.173013982435588,41.38107411547177
Ciutat Vella,el Raval,Sábado,Julio,20,2,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Desconegut,B,15,2.172779062893155,41.381341478743465
Ciutat Vella,el Raval,Sábado,Julio,20,2,No,Taxi,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Groc,B,3,2.172779062893155,41.381341478743465
Ciutat Vella,el Raval,Jueves,Mayo,23,9,No,Furgoneta,Furgoneta,TRANSPORTE,VOLKSWAGEN,Blanc,B,8,2.1727146138818454,41.38141604727234
Ciutat Vella,el Raval,Jueves,Mayo,23,9,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,29,2.1727146138818454,41.38141604727234
Ciutat Vella,el Raval,Jueves,Mayo,23,18,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut,2.172649562243888,41.38149097172796
Ciutat Vella,el Raval,Jueves,Mayo,23,18,No,Motocicleta,Motocicleta,Beverly,PIAGGIO,Blanc,B,9,2.172649562243888,41.38149097172796
Ciutat Vella,el Raval,Sábado,Enero,19,7,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,2.172649562243888,41.38149097172796
Ciutat Vella,el Raval,Viernes,Diciembre,13,9,No,Motocicleta,Motocicleta,XJ600S,YAMAHA,Negre,A,16,2.17205684717898,41.38217064240308
Ciutat Vella,el Raval,Viernes,Diciembre,13,9,No,Turisme,Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.17205684717898,41.38217064240308
Ciutat Vella,el Raval,Viernes,Diciembre,13,9,No,Turisme,Turismo,MEGANE,RENAULT,Gris,B,12,2.17205684717898,41.38217064240308
Ciutat Vella,el Raval,Domingo,Octubre,6,11,Sí,Furgoneta,Furgoneta,TRANSIT,FORD,Blanc,B,34,2.171093958052108,41.38351050028078
Ciutat Vella,el Raval,Viernes,Mayo,24,10,No,Turisme,Turismo,108,PEUGEOT,Blanc,B,20,2.171135649277698,41.38374030980062
Ciutat Vella,el Raval,Viernes,Mayo,24,10,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.171135649277698,41.38374030980062
Ciutat Vella,el Raval,Viernes,Noviembre,8,15,No,Furgoneta,Furgoneta,413 CDI,MERCEDES-BENZ,Groc,B,42,2.1706333751224958,41.38417048810751
Ciutat Vella,el Raval,Viernes,Agosto,16,8,No,Bicicleta,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,2.1701102619000543,41.384846956969376
Ciutat Vella,el Raval,Lunes,Marzo,4,20,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1698102075854995,41.385240218283926
Ciutat Vella,el Raval,Lunes,Marzo,4,20,No,Ciclomotor,Ciclomotor,ES2,ASKOL,Blanc,B,4,2.1698102075854995,41.385240218283926
Ciutat Vella,el Raval,Domingo,Agosto,11,20,No,Ciclomotor,Ciclomotor,PEOPLE S50,KYMCO,Negre,AM,3,2.1679214203637587,41.38092967301615
Ciutat Vella,el Raval,Domingo,Agosto,11,20,No,Taxi,Taxi,C-ELYSEE ECO-GLV,CITROEN,Negre/Groc,B,5,2.1679214203637587,41.38092967301615
Ciutat Vella,el Raval,Viernes,Octubre,18,12,Sí,Veh. mobilitat personal sense motor,Patinete/patín,Desconegut,Desconegut,Negre,Desconegut,Desconegut,2.167631901668867,41.380778506092376
Ciutat Vella,el Raval,Viernes,Noviembre,22,11,Sí,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Negre,Desconegut,Desconegut,2.1677579785181904,41.38081391650142
Ciutat Vella,el Raval,Miércoles,Agosto,28,15,No,"Camió rígid <= 3,5 tones",Camión,PORTER ELECTRICO,PIAGGIO,Blanc,B,33,2.167218335031068,41.38043305121823
Ciutat Vella,el Raval,Martes,Octubre,29,9,No,Motocicleta,Motocicleta,XP530-A  (TMAX SX),YAMAHA,Negre,A,23,2.167218335031068,41.38043305121823
Ciutat Vella,el Raval,Martes,Octubre,29,9,No,Tot terreny,Turismo,DISCOVERY SPORT,LAND ROVER,Gris,B,30,2.167218335031068,41.38043305121823
Ciutat Vella,el Raval,Lunes,Enero,28,10,No,Turisme,Turismo,PATROL,NISSAN,granate,B,37,2.167218335031068,41.38043305121823
Ciutat Vella,el Raval,Miércoles,Febrero,13,10,No,Furgoneta,Furgoneta,PARTNER,PEUGEOT,Blanc,B,15,2.163805312784825,41.38021869253524
Ciutat Vella,el Raval,Viernes,Mayo,17,15,No,Turisme,Turismo,A3 2 0 TDI,AUDI,Negre,B,26,2.166875882673585,41.3794353413408
Ciutat Vella,el Raval,Domingo,Diciembre,15,14,No,Bicicleta,Bicicleta, ,ES DESCONEIX,Desconegut,B,18,2.17349722771198,41.378545058160654
Ciutat Vella,el Raval,Domingo,Diciembre,15,14,No,Furgoneta,Furgoneta,PRIMASTAR,NISSAN,Desconegut,B,19,2.17349722771198,41.378545058160654
Ciutat Vella,el Raval,Martes,Junio,18,9,No,Bicicleta,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,2.1703126920657305,41.37547987890447
Ciutat Vella,el Raval,Martes,Junio,18,9,No,Motocicleta,Motocicleta,R 1200 GS,BMW,Desconegut,B,25,2.1703126920657305,41.37547987890447
Ciutat Vella,el Raval,Martes,Diciembre,17,8,No,Motocicleta,Motocicleta,AGILITY 125,KYMCO,Negre,B,9,2.1703273499441287,41.375239215791
Ciutat Vella,el Raval,Martes,Diciembre,17,8,No,Turisme,Turismo,R 320 CDI,MERCEDES-BENZ,Negre,B,33,2.1703273499441287,41.375239215791
Ciutat Vella,el Raval,Lunes,Agosto,19,1,No,Turisme,Turismo,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,8,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Sábado,Julio,27,0,No,Motocicleta,Motocicleta,SH 125,HONDA,Gris,B,10,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Sábado,Julio,27,0,No,Taxi,Taxi,PRIUS ECO,TOYOTA,Negre/Groc,B,3,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Sábado,Noviembre,30,4,No,Furgoneta,Furgoneta,NUEVO BERLINGO VAN TAL,CITROEN,Blanc,B,32,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Domingo,Septiembre,29,17,No,Motocicleta,Motocicleta,AGILITY 125,KYMCO,Blau,A,32,2.1706474331412657,41.37512920049284
Ciutat Vella,el Raval,Domingo,Septiembre,29,17,No,Turisme,Turismo,320D,BMW,Blanc,B,9,2.1706474331412657,41.37512920049284
Ciutat Vella,el Raval,Sábado,Abril,13,13,No,Turisme,Turismo,CADDY,VOLKSWAGEN,Negre/Groc,B,11,2.169432975848346,41.38189547116227
Ciutat Vella,el Raval,Sábado,Julio,20,1,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,2.1691995550813425,41.382034301889
Ciutat Vella,el Raval,Sábado,Julio,20,1,No,Turisme,Turismo,Desconegut,MERCEDES,Negre,Desconegut,Desconegut,2.1691995550813425,41.382034301889
Ciutat Vella,el Raval,Jueves,Julio,4,17,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1686158848550394,41.38344659387453
Ciutat Vella,el Raval,Lunes,Mayo,20,15,No,Furgoneta,Furgoneta,COMBO C VAN,OPEL,Desconegut,B,Desconegut,2.1708023896533724,41.376467831542826
Ciutat Vella,el Raval,Lunes,Mayo,20,15,No,Veh. mobilitat personal sense motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1708023896533724,41.376467831542826
Ciutat Vella,el Raval,Miércoles,Mayo,15,8,No,Ciclomotor,Ciclomotor,NSP 50 4T,PIAGGIO,Vermell,AM,13,2.1645986683719376,41.38170527625245
Ciutat Vella,el Raval,Miércoles,Mayo,15,8,No,Turisme,Turismo,MICRA,NISSAN,granate,B,34,2.1645986683719376,41.38170527625245
Ciutat Vella,el Raval,Lunes,Septiembre,9,12,No,"Camió rígid > 3,5 tones",Camión,FLL 42 240,VOLVO,Blanc,C,18,2.170630576083833,41.38100246598737
Ciutat Vella,el Raval,Jueves,Diciembre,5,11,No,Taxi,Taxi,TOLEDO,SEAT,Negre/Groc,B,30,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Jueves,Diciembre,5,11,No,Turisme,Turismo,V90 CROSS COUNTRY,VOLVO,Blau,B,30,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Sábado,Agosto,24,22,No,Motocicleta,Motocicleta,PES125,HONDA,Gris,B,13,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Sábado,Agosto,24,22,No,Turisme,Turismo,CIVIC,HONDA,Blau,B,32,2.175332633904887,41.37625646684461
Ciutat Vella,el Raval,Lunes,Marzo,25,11,No,Turisme,Turismo,C4,CITROEN,Blanc,B,32,2.1736571234944333,41.37628660135495
Ciutat Vella,el Raval,Lunes,Noviembre,18,17,Sí,Motocicleta,Motocicleta,WW125EX,HONDA,Blanc,B,21,2.174152333008346,41.376673152796045
Ciutat Vella,el Raval,Miércoles,Septiembre,4,15,No,Turisme,Turismo,A3 SPORTBACK,AUDI,Gris,Desconegut,Desconegut,2.173300248088683,41.376837274685535
Ciutat Vella,el Raval,Miércoles,Septiembre,4,15,No,Turisme,Turismo,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,16,2.173300248088683,41.376837274685535
Ciutat Vella,el Raval,Miércoles,Noviembre,6,22,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,16,2.174152333008346,41.376673152796045
Ciutat Vella,el Raval,Miércoles,Noviembre,6,22,No,Turisme,Turismo,Crossland X,OPEL,Gris,Desconegut,Desconegut,2.174152333008346,41.376673152796045
Ciutat Vella,el Raval,Domingo,Febrero,17,11,No,Ciclomotor,Ciclomotor,SHADOW,HONDA,Negre,Desconegut,Desconegut,2.1719605267068465,41.376989144961335
Ciutat Vella,el Raval,Domingo,Febrero,17,11,No,Motocicleta,Motocicleta,LIBERTY,PIAGGIO,Blanc,Desconegut,Desconegut,2.1719605267068465,41.376989144961335
Ciutat Vella,el Raval,Domingo,Febrero,17,11,No,Turisme,Turismo,XSARA,CITROEN,Gris,Desconegut,Desconegut,2.1719605267068465,41.376989144961335
Ciutat Vella,el Raval,Lunes,Septiembre,23,12,No,"Camió rígid <= 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.172135753335509,41.38100348712784
Ciutat Vella,el Raval,Miércoles,Diciembre,4,22,No,Turisme,Turismo,Desconegut,MERCEDES,Negre,Desconegut,Desconegut,2.1721400199660783,41.38090281476488
Ciutat Vella,el Raval,Lunes,Abril,22,4,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1716692167397884,41.380853218390826
Ciutat Vella,el Raval,Lunes,Abril,22,4,No,Turisme,Turismo,RAPID,SKODA,Desconegut,B,9,2.1716692167397884,41.380853218390826
Ciutat Vella,el Raval,Sábado,Septiembre,28,12,Sí,Bicicleta,Bicicleta,Desconegut,Desconegut,Gris,Sense permís,Desconegut,2.170360436255171,41.38043638325314
Ciutat Vella,el Raval,Domingo,Marzo,31,11,Sí,Taxi,Taxi,RAPID,SKODA,Negre/Groc,B,4,2.1691881458899207,41.38018706619701
Ciutat Vella,el Raval,Lunes,Julio,29,11,No,Turisme,Turismo,MODEL X,TESLA,Blanc,B,37,2.1679792460566425,41.37978011269274
Ciutat Vella,el Raval,Lunes,Febrero,25,12,No,Turisme,Turismo,A 180,MERCEDES,Blanc,B,1,2.167677911932916,41.37974937984292
Ciutat Vella,el Raval,Jueves,Enero,31,11,No,Turisme,Turismo,XSARA,CITROEN,Gris,Desconegut,Desconegut,2.166784394573658,41.381496659434326
Ciutat Vella,el Raval,Viernes,Agosto,2,20,No,Bicicleta,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,2.165267688700446,41.38303215138675
Ciutat Vella,el Raval,Jueves,Octubre,10,19,No,Taxi,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,8,2.164594866479545,41.38366553444365
Ciutat Vella,el Raval,Sábado,Febrero,9,21,No,Motocicleta,Motocicleta,AGILITY 125,KYMCO,Negre,B,29,2.1711164029555627,41.37741083049498
Ciutat Vella,el Raval,Sábado,Febrero,9,21,No,Turisme,Turismo,PRIUS,TOYOTA,Blanc,B,10,2.1711164029555627,41.37741083049498
Ciutat Vella,el Raval,Viernes,Diciembre,27,10,No,Autobús articulat,Autobús,Desconegut,IVECO BUS,Vermell,E B,23,2.1751134259376985,41.37482820742076
Ciutat Vella,el Raval,Viernes,Diciembre,27,10,No,Motocicleta,Motocicleta,STORM,WOTTAN,Negre,B,14,2.1751134259376985,41.37482820742076
Ciutat Vella,el Raval,Martes,Julio,23,12,No,Ciclomotor,Ciclomotor,JET 14 50,S.Y.M,Desconegut,AM,23,2.172272859248386,41.37501975424856
Ciutat Vella,el Raval,Martes,Julio,23,12,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Altres,Desconegut,Desconegut,2.172272859248386,41.37501975424856
Ciutat Vella,el Raval,Lunes,Julio,22,18,No,Furgoneta,Furgoneta,TRANSIT CONNECT,FORD,Blanc,B,27,2.1723823279639998,41.37501567763022
Ciutat Vella,el Raval,Lunes,Julio,22,18,No,Motocicleta,Motocicleta,TL 125,SCOMADI,Blau,B,11,2.1723823279639998,41.37501567763022
Ciutat Vella,el Raval,Lunes,Julio,15,3,Sí,Turisme,Turismo,PRIUS ADVANCE,TOYOTA,Desconegut,B,2,2.1715593689573294,41.37507217715687
Ciutat Vella,el Raval,Sábado,Agosto,10,1,Sí,Turisme,Turismo,TOYOTA PRIUS,TOYOTA,Negre/Groc,BTP,29,2.171068233734306,41.37510151728656
Ciutat Vella,el Raval,Viernes,Octubre,25,9,No,Motocicleta,Motocicleta,LIBERTY 125 RST,PIAGGIO,Desconegut,A,37,2.17106389030946,41.37510454852599
Ciutat Vella,el Raval,Viernes,Diciembre,20,23,No,Turisme,Turismo,FIESTA,FORD,Negre,Desconegut,Desconegut,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Viernes,Diciembre,20,23,No,Turisme,Turismo,MEGANE,RENAULT,Blanc,B,1,2.1699116193492904,41.37499031444859
Ciutat Vella,el Raval,Miércoles,Febrero,6,14,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut,2.169280758099654,41.37479840703793
Ciutat Vella,el Raval,Sábado,Marzo,30,19,No,Motocicleta,Motocicleta,PEOPLE S 125,KYMCO,Desconegut,B,12,2.1689315100310145,41.37517978214167
Ciutat Vella,el Raval,Sábado,Marzo,30,19,No,Turisme,Turismo,TOYOTA PRIUS,TOYOTA,Desconegut,B,12,2.1689315100310145,41.37517978214167
Ciutat Vella,el Raval,Sábado,Septiembre,28,18,No,"Camió rígid <= 3,5 tones",Camión,FM,VOLVO,Blanc,C1,20,2.168205050122129,41.37517984742915
Ciutat Vella,el Raval,Sábado,Noviembre,2,17,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,2.168629306367335,41.374805772080016
Ciutat Vella,el Raval,Sábado,Noviembre,2,17,No,Veh. mobilitat personal amb motor,Patinete/patín,XS,JOYOR,Negre,Desconegut,Desconegut,2.168629306367335,41.374805772080016
Ciutat Vella,el Raval,Jueves,Septiembre,19,21,No,Motocicleta,Motocicleta,LEAD,HONDA,Vermell,Desconegut,Desconegut,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Jueves,Septiembre,19,21,No,Motocicleta,Motocicleta,SH 150,HONDA,Platejat,A,31,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Miércoles,Febrero,13,16,No,Motocicleta,Motocicleta,SH 125,HONDA,Gris,B,26,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Miércoles,Febrero,13,16,No,Turisme,Turismo,E 200,MERCEDES,Gris,B,19,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Miércoles,Julio,24,17,No,Motocicleta,Motocicleta,F 650 GS,BMW,Platejat,A,37,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Miércoles,Julio,24,17,No,Motocicleta,Motocicleta,S 02,SCUTUM,Vermell,B,4,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Viernes,Julio,26,20,No,Motocicleta,Motocicleta,OR125-25,ORCAL,Gris,B,26,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Viernes,Julio,26,20,No,Turisme,Turismo,ASTRA G COUPE,OPEL,Desconegut,B,4,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Viernes,Julio,5,23,Sí,Turisme,Turismo,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,15,2.1676418310003225,41.37498202471151
Ciutat Vella,el Raval,Miércoles,Febrero,27,0,No,Maquinària d'obres i serveis,Maquinària d'obres i serveis,540,RAVO,Blanc,B,28,2.1667040106036586,41.38390547346115
Ciutat Vella,el Raval,Miércoles,Febrero,27,0,No,Taxi,Taxi,OCTAVIA,SKODA,Negre/Groc,B,2,2.1667040106036586,41.38390547346115
Ciutat Vella,el Raval,Martes,Julio,2,10,No,"Camió rígid > 3,5 tones",Camión, ,IVECO FIAT,Vermell,C,15,2.1730615584219386,41.375770340097205
