Nom_districte,Nom_barri,Descripcio_dia_setmana,Nom_mes,Dia_mes,Hora_dia,Descripcio_causa_vianant,Descripcio_tipus_vehicle,tipo_vehiculo,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Longitud,Latitud
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Febrero,5,18,No,Motocicleta,Motocicleta,Dylan 125,HONDA,Blau,B,14,2.1691539259342867,41.42868406125409
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Junio,22,22,No,Turisme,Turismo,NISSAN X-TRAIL,NISSAN,Gris,B,30,2.168450124584446,41.42883129050964
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Junio,29,9,No,Furgoneta,Furgoneta,BERLINGO BLUEHDI 75 FU,CITROEN,Blanc,B,35,2.168023098198815,41.42885063136424
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Junio,29,9,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.168023098198815,41.42885063136424
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Septiembre,29,12,No,Turisme,Turismo,C4 PICASSO,CITROEN,Gris,B,32,2.1779493874149494,41.429788857928
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Julio,29,10,Sí,Motocicleta,Motocicleta,SH300A,HONDA,Negre,A,26,2.183184160466591,41.42857601377903
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Abril,27,21,No,Motocicleta,Motocicleta,K-XCT 300,KYMCO,Blanc,A2,7,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Abril,27,21,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,ES DESCONEIX,Desconegut,Sense permís,Desconegut,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Febrero,13,9,No,Motocicleta,Motocicleta,Desconegut,YAMAHA,Vermell,B,28,2.183184160466591,41.42857601377903
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Febrero,13,9,No,Turisme,Turismo,C4,CITROEN,Negre,B,16,2.183184160466591,41.42857601377903
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Febrero,13,9,No,Turisme,Turismo,LEON,SEAT,Gris,B,30,2.183184160466591,41.42857601377903
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Julio,9,18,No,Turisme,Turismo,CADDY,VOLKSWAGEN,Negre/Groc,B,15,2.183184160466591,41.42857601377903
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Marzo,1,18,Sí,Turisme,Turismo,Q7,AUDI,Blanc,B,33,2.182367481914609,41.42877503966142
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Febrero,27,14,No,"Camió rígid <= 3,5 tones",Camión,SPRINTER,MERCEDES,Blanc,B,41,2.1816143321474937,41.42867997105391
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Febrero,27,14,No,Motocicleta,Motocicleta,CB 600,HONDA,Negre,A,2,2.1816143321474937,41.42867997105391
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Julio,31,13,Sí,Motocicleta,Motocicleta,YP250R,YAMAHA,Negre,A,9,2.1806638021852227,41.428692030599
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Abril,15,16,No,Maquinària d'obres i serveis,Maquinària d'obres i serveis,AD340T38B,IVECO BUS,Desconegut,C,38,2.179750332550438,41.42869777116413
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Septiembre,4,20,No,Turisme,Turismo,X3,BMW,Gris,B,24,2.178860852324344,41.42869926210239
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,3,17,No,Motocicleta,Motocicleta,NHX110WH,HONDA,granate,B,19,2.1684654996278048,41.4282172801608
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,3,17,No,Turisme,Turismo,SMART,SMART,Verd,B,28,2.1684654996278048,41.4282172801608
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Marzo,16,19,No,Ciclomotor,Ciclomotor,SH 50,HONDA,Desconegut,Desconegut,Desconegut,2.181082318653407,41.430111327449865
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Marzo,16,19,No,Turisme,Turismo,QASHQAI,NISSAN,Negre,B,39,2.181082318653407,41.430111327449865
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Enero,31,10,No,Turisme,Turismo,ZAFIRA,OPEL,Gris,B,14,2.180728503937459,41.43023770354479
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Febrero,19,20,No,Motocicleta,Motocicleta,SH 300,HONDA,Gris,A,35,2.1797924020450923,41.430252200500725
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Febrero,19,20,No,Turisme,Turismo,QASHQAI,NISSAN,Blanc,B,4,2.1797924020450923,41.430252200500725
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Septiembre,2,20,No,Desconegut,Desconegut,Beverly,PIAGGIO,Desconegut,Desconegut,Desconegut,2.1772653364983925,41.43029666652858
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Septiembre,2,20,No,Motocicleta,Motocicleta,RAMBLA 125,DERBI,Blanc,B,4,2.1772653364983925,41.43029666652858
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Abril,30,17,No,Autobús articulat,Autobús,7900,VOLVO,Vermell,D,16,2.1772653364983925,41.43029666652858
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,24,10,No,Furgoneta,Furgoneta,FIAT FIORINO,FIAT,Blanc,B,16,2.1772653364983925,41.43029666652858
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,24,10,No,Motocicleta,Motocicleta,XCITY,YAMAHA,Gris,A,11,2.1772653364983925,41.43029666652858
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Noviembre,2,18,No,Ciclomotor,Ciclomotor,VITALITY 50,KYMCO,Blanc,AM,0,2.176024901739886,41.430441904477455
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Noviembre,2,18,No,Turisme,Turismo,MEGANE,RENAULT,Vermell,B,40,2.176024901739886,41.430441904477455
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Mayo,23,11,No,Motocicleta,Motocicleta,SJ 100,HONDA,Vermell,A2,53,2.175885038413211,41.4301922095628
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Mayo,23,11,No,Turisme,Turismo,BORA 1.9 TDI 5V,VOLKSWAGEN,Gris,B,4,2.175885038413211,41.4301922095628
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Junio,30,0,No,Ciclomotor,Ciclomotor,TWEET 50,PEUGEOT,Negre,AM,23,2.172424410103698,41.43023960563868
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Junio,30,0,No,Turisme,Turismo,120D MAN,BMW,Desconegut,B,3,2.172424410103698,41.43023960563868
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Enero,2,22,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,Desconegut,Desconegut,2.168941983861721,41.4304192382741
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Enero,2,22,No,Turisme,Turismo,LEON,SEAT,Gris,B,39,2.168941983861721,41.4304192382741
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,10,9,No,Motocicleta,Motocicleta,Vision,HONDA,Blanc,B,14,2.1834341162413016,41.42910570955275
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Mayo,10,9,No,Turisme,Turismo,C-MAX,FORD,Blanc,B,30,2.1834341162413016,41.42910570955275
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Noviembre,6,10,No,Autobús,Autobús,NG313F/GNC,MAN,Vermell,D,6,2.176079518939365,41.42545969524367
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Octubre,11,18,No,Autobús,Autobús,CITELIS 12GNC,IRISBUS,Desconegut,D,14,2.175895255257286,41.42593018103639
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Mayo,16,7,Sí,Turisme,Turismo,C4,CITROEN,Desconegut,B,45,2.1745305510198585,41.42602875548278
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Abril,8,15,No,Autobús,Autobús,CITARO,MERCEDES-BENZ,Desconegut,D,16,2.1680723038566305,41.42758374234411
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Junio,16,2,No,Furgoneta,Furgoneta,SPRINTER,MERCEDES-BENZ,Blanc,B,8,2.1651465717160656,41.42790815986201
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Junio,16,2,No,Turisme,Turismo,XSARA PICASSO 18I,CITROEN,Desconegut,B,38,2.1651465717160656,41.42790815986201
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Noviembre,18,20,No,Motocicleta,Motocicleta,AGILITY 125,KYMCO,Blanc,B,11,2.1648947857618737,41.42782274412628
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Noviembre,18,20,No,Turisme,Turismo,PRIMERA 1.9,NISSAN,Gris,B,47,2.1648947857618737,41.42782274412628
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Abril,14,13,No,Motocicleta,Motocicleta,CB500FA,HONDA,Verd,A2,3,2.164418334007556,41.42800105292631
Nou Barris,Vilapicina i la Torre Llobeta,Domingo,Abril,14,13,No,Turisme,Turismo,FOCUS,FORD,Gris,B,5,2.164418334007556,41.42800105292631
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Abril,29,19,No,Motocicleta,Motocicleta,TWEET,PEUGEOT,Desconegut,B,6,2.164558252682739,41.42798126212327
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Abril,29,19,No,Turisme,Turismo,2008,PEUGEOT,Desconegut,B,12,2.164558252682739,41.42798126212327
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Abril,13,0,No,Turisme,Turismo,C5,CITROEN,Gris,B,26,2.1849038033525208,41.42793778920228
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Abril,13,0,No,Turisme,Turismo,CLK,MERCEDES,Negre,B,16,2.1849038033525208,41.42793778920228
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Febrero,15,15,No,Motocicleta,Motocicleta,SFV 650,SUZUKI,Negre,A,1,2.1842999048590177,41.42833938052991
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Febrero,15,15,No,Turisme,Turismo,N308 5P AC,PEUGEOT,Desconegut,B,4,2.1842999048590177,41.42833938052991
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Marzo,11,16,No,Motocicleta,Motocicleta,Vision,HONDA,Blanc,B,9,2.1849038033525208,41.42793778920228
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Enero,26,20,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.184006160109532,41.42825749215619
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Enero,26,20,No,Motocicleta,Motocicleta,HD 125,SYM,Desconegut,A1,3,2.184006160109532,41.42825749215619
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Mayo,11,19,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Mayo,11,19,No,Turisme,Turismo,C4PIHDI110 SX,CITROEN,Desconegut,B,10,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Octubre,3,12,No,Furgoneta,Furgoneta,SPRINTER,BERGADANA,Desconegut,BTP,33,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Octubre,3,12,No,Motocicleta,Motocicleta,MOVEI 125 XL,KYMCO,Desconegut,B,14,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Julio,31,12,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Julio,31,12,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Negre,Desconegut,Desconegut,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Agosto,31,12,No,Turisme,Turismo,207 5P ACTIVE HDI 70,PEUGEOT,Gris,B,19,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Sábado,Agosto,31,12,No,Turisme,Turismo,Altea,SEAT,Negre,B,32,2.1840681586548105,41.42867767486418
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Abril,29,15,No,Autobús,Autobús,CROSSWAY,IVECO BUS,Desconegut,D,23,2.182384562792312,41.43268831674154
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Junio,12,15,No,Autobús,Autobús,K114IB6X2 / TOURING,SCANIA,Desconegut,D,26,2.183554829389583,41.42888957903885
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Junio,12,19,No,Motocicleta,Motocicleta,SFV 650,SUZUKI,Desconegut,A2,4,2.183608845997147,41.43002308803819
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Junio,12,19,No,Turisme,Turismo,MEGANE,RENAULT,Desconegut,B,20,2.183608845997147,41.43002308803819
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Febrero,22,18,No,Motocicleta,Motocicleta,PCX,HONDA,Negre,B,6,2.1773017638540417,41.42655824297096
Nou Barris,Vilapicina i la Torre Llobeta,Viernes,Febrero,22,18,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,11,2.1773017638540417,41.42655824297096
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Diciembre,18,16,No,Motocicleta,Motocicleta,SUPER DINK 125 ABS,KYMCO,Gris,A2,2,2.1769638687915305,41.42691278779586
Nou Barris,Vilapicina i la Torre Llobeta,Miércoles,Diciembre,18,16,No,Turisme,Turismo,X1 SDRIVE18D,BMW,Desconegut,B,50,2.1769638687915305,41.42691278779586
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Febrero,28,9,No,Motocicleta,Motocicleta,UH 125,SUZUKI,Negre,A1,22,2.17693591171496,41.42740177749296
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Febrero,28,9,No,Turisme,Turismo,AVENSIS VE,TOYOTA,Platejat,B,43,2.17693591171496,41.42740177749296
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Diciembre,2,13,No,Motocicleta,Motocicleta,SH 125,HONDA,Blau,B,17,2.1742905457967474,41.42894235478308
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Diciembre,2,13,No,Turisme,Turismo,A 200,MERCEDES,Daurat,B,22,2.1742905457967474,41.42894235478308
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Diciembre,5,18,No,Tractor camió,Camión,CF 330 FT,DAF-HERMANNS,Desconegut,Desconegut,Desconegut,2.174497962232744,41.42673082552575
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Diciembre,5,18,No,Turisme,Turismo,FOCUS,FORD,Desconegut,Desconegut,Desconegut,2.174497962232744,41.42673082552575
Nou Barris,Vilapicina i la Torre Llobeta,Jueves,Diciembre,5,18,No,Turisme,Turismo,POLO,VOLKSWAGEN,Desconegut,Desconegut,Desconegut,2.174497962232744,41.42673082552575
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Diciembre,2,13,Sí,Turisme,Turismo,GOLF 2.0,VOLKSWAGEN,Negre,B,15,2.171851647792396,41.43036834235642
Nou Barris,Vilapicina i la Torre Llobeta,Lunes,Marzo,11,8,No,"Camió rígid > 3,5 tones",Camión,NL 18,MAN,Desconegut,C,24,2.171854470153797,41.43017452442502
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Enero,15,17,No,Turisme,Turismo, ,SSANGYONG,Blau,B,33,2.1695587829972043,41.429662300838
Nou Barris,Vilapicina i la Torre Llobeta,Martes,Enero,15,17,No,Turisme,Turismo,FOCUS,FORD,Negre,B,1,2.1695587829972043,41.429662300838
Nou Barris,Porta,Sábado,Febrero,16,14,No,Turisme,Turismo,A4,AUDI,Negre,B,1,2.1798204123744034,41.43145938576611
Nou Barris,Porta,Sábado,Febrero,16,14,No,Turisme,Turismo,Cayanne,PORSCHE,Negre,B,21,2.1798204123744034,41.43145938576611
Nou Barris,Porta,Martes,Febrero,19,20,Sí,Taxi,Taxi,PRIUS,TOYOTA,Negre/Groc,B,7,2.178520175587611,41.43142921130767
Nou Barris,Porta,Martes,Julio,16,13,No,Bicicleta,Bicicleta,Desconegut,BTWIN,Vermell,B,1,2.1771026126775554,41.43085224725208
Nou Barris,Porta,Jueves,Marzo,21,14,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,31,2.177294669383206,41.432656082274704
Nou Barris,Porta,Miércoles,Marzo,20,19,No,Motocicleta,Motocicleta,VESPA GTS,PIAGGIO,Vermell,A2,38,2.17572816775606,41.433396802382845
Nou Barris,Porta,Miércoles,Marzo,20,19,No,Turisme,Turismo,X PICA EX HDI110,CITROEN,Gris,B,50,2.17572816775606,41.433396802382845
Nou Barris,Porta,Miércoles,Marzo,20,19,No,Turisme,Turismo,YETI,SKODA,Blanc,Desconegut,Desconegut,2.17572816775606,41.433396802382845
Nou Barris,Porta,Jueves,Diciembre,5,12,No,Autobús,Autobús,O 530 G,MERCEDES-BENZ,Vermell,D,14,2.1747524381759344,41.43061139928109
Nou Barris,Porta,Martes,Mayo,28,23,No,Autobús,Autobús,N270UB4X2/CITTOUR,SCANIA,Groc,D,11,2.17430670486922,41.43118061823392
Nou Barris,Porta,Viernes,Enero,18,11,No,Autobús,Autobús,O 530 G,MERCEDES,Vermell,D,22,2.173131478147236,41.43353246330537
Nou Barris,Porta,Martes,Enero,29,18,No,Autobús,Autobús,LION S CIT,MAN,Vermell,D,4,2.1730056137301696,41.43376439852212
Nou Barris,Porta,Viernes,Diciembre,20,20,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,43,2.172203700851125,41.4349509334907
Nou Barris,Porta,Viernes,Diciembre,20,20,No,Turisme,Turismo,FOCUS,FORD,Gris,B,12,2.172203700851125,41.4349509334907
Nou Barris,Porta,Jueves,Julio,4,16,No,Furgoneta,Furgoneta,BIPPER FG 1.3 HDI 75,PEUGEOT,Blanc,B,36,2.174663194465707,41.43331053260262
Nou Barris,Porta,Jueves,Julio,4,16,No,Turisme,Turismo,NISSAN QASHQAI,NISSAN,Gris,B,12,2.174663194465707,41.43331053260262
Nou Barris,Porta,Martes,Octubre,29,18,No,Motocicleta,Motocicleta,STREET 750,HARLEY DAVIDSON,Altres,A,18,2.174663194465707,41.43331053260262
Nou Barris,Porta,Martes,Octubre,29,18,No,Turisme,Turismo,206+ 5P 1.4 75 E5,PEUGEOT,Gris,B,1,2.174663194465707,41.43331053260262
Nou Barris,Porta,Miércoles,Enero,9,17,Sí,Turisme,Turismo, ,KIA,Blanc,B,44,2.1773981854260485,41.433756800184696
Nou Barris,Porta,Miércoles,Febrero,20,20,No,Autobús,Autobús,HYBRID H18,SOLARIS,Vermell,D,13,2.181881296353935,41.43035147368463
Nou Barris,Porta,Jueves,Mayo,16,13,No,Motocicleta,Motocicleta,SH 125,HONDA,Blanc,B,2,2.1815274624163963,41.43035553219989
Nou Barris,Porta,Jueves,Mayo,16,13,No,Turisme,Turismo,C-HR,TOYOTA,Blanc,B,32,2.1815274624163963,41.43035553219989
Nou Barris,Porta,Domingo,Diciembre,1,19,No,Ciclomotor,Ciclomotor,VESPA LX50,PIAGGIO,Gris,AM,22,2.18109515140428,41.43036632698115
Nou Barris,Porta,Domingo,Diciembre,1,19,No,Turisme,Turismo,NISSAN MICRA,NISSAN,Gris,B,3,2.18109515140428,41.43036632698115
Nou Barris,Porta,Jueves,Mayo,9,11,No,Furgoneta,Furgoneta,JUMPY TALLA M BLUEHDI,CITROEN,Desconegut,Desconegut,Desconegut,2.180728503937459,41.43023770354479
Nou Barris,Porta,Jueves,Mayo,9,11,No,Motocicleta,Motocicleta,Dylan 125,HONDA,Gris,B,32,2.180728503937459,41.43023770354479
Nou Barris,Porta,Lunes,Septiembre,16,11,No,Motocicleta,Motocicleta,VESPA S 125,PIAGGIO,Vermell,B,22,2.1805982986684,41.43054149505393
Nou Barris,Porta,Martes,Enero,22,18,No,Motocicleta,Motocicleta,SH 125,HONDA,Blanc,B,11,2.180728503937459,41.43023770354479
Nou Barris,Porta,Martes,Enero,22,18,No,Turisme,Turismo,C3 1.4,CITROEN,Negre,B,5,2.180728503937459,41.43023770354479
Nou Barris,Porta,Viernes,Noviembre,29,14,No,Motocicleta,Motocicleta,JET 4 125,S.Y.M,Desconegut,B,17,2.1797924020450923,41.430252200500725
Nou Barris,Porta,Viernes,Noviembre,29,14,No,Turisme,Turismo,A3 SPORTBACK,AUDI,Gris,B,15,2.1797924020450923,41.430252200500725
Nou Barris,Porta,Lunes,Agosto,5,13,No,"Camió rígid <= 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,C,12,2.1791249119151805,41.43013971157447
Nou Barris,Porta,Lunes,Agosto,5,13,No,Ciclomotor,Ciclomotor,LIBERTY,PIAGGIO,Gris,AM,4,2.1791249119151805,41.43013971157447
Nou Barris,Porta,Lunes,Septiembre,16,9,No,Motocicleta,Motocicleta,IRIS 200,VESPA,Negre,A,29,2.1787153419169805,41.43039737114822
Nou Barris,Porta,Lunes,Septiembre,16,9,No,Turisme,Turismo,A4 AVANT,AUDI,Blanc,B,24,2.1787153419169805,41.43039737114822
Nou Barris,Porta,Martes,Mayo,21,18,No,Furgoneta,Furgoneta,BERLINGO BLUEHDI 75 FU,CITROEN,Desconegut,B,1,2.1789008592325665,41.43027322296029
Nou Barris,Porta,Martes,Mayo,21,18,No,Motocicleta,Motocicleta,XP500A,YAMAHA,Desconegut,A,39,2.1789008592325665,41.43027322296029
Nou Barris,Porta,Jueves,Julio,11,10,No,"Camió rígid <= 3,5 tones",Camión,35C13,LECAPITAINE,Verd,B,28,2.1772653364983925,41.43029666652858
Nou Barris,Porta,Jueves,Julio,11,10,No,Turisme,Turismo,FIAT PUNTO,FIAT,Blanc,B,7,2.1772653364983925,41.43029666652858
Nou Barris,Porta,Lunes,Mayo,13,13,No,Autobús articulat,Autobús,HYBRID H18,SOLARIS,Vermell,D,8,2.1772653364983925,41.43029666652858
Nou Barris,Porta,Martes,Enero,22,16,No,Bicicleta,Bicicleta, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut,2.1772653364983925,41.43029666652858
Nou Barris,Porta,Martes,Enero,22,16,No,Furgoneta,Furgoneta,TRANSIT,FORD,Desconegut,B,35,2.1772653364983925,41.43029666652858
Nou Barris,Porta,Jueves,Febrero,28,18,No,Motocicleta,Motocicleta,R 1200 RS,BMW,Gris,A,22,2.175457970715702,41.430327772579936
Nou Barris,Porta,Jueves,Febrero,28,18,No,Turisme,Turismo,5008,PEUGEOT,Negre,B,9,2.175457970715702,41.430327772579936
Nou Barris,Porta,Miércoles,Enero,2,9,No,Motocicleta,Motocicleta,SUPER DINK,KYMCO,Negre,A1,10,2.1752732577400438,41.430198724232085
Nou Barris,Porta,Miércoles,Enero,2,9,No,Taxi,Taxi,PRIUS,TOYOTA,Negre/Groc,Desconegut,Desconegut,2.1752732577400438,41.430198724232085
Nou Barris,Porta,Miércoles,Enero,2,9,No,Turisme,Turismo,EXEO,SEAT,Blau,B,33,2.1752732577400438,41.430198724232085
Nou Barris,Porta,Miércoles,Marzo,20,17,Sí,Turisme,Turismo,MONDEO,FORD,Blau,B,11,2.1727028180291628,41.43549730665449
Nou Barris,Porta,Lunes,Septiembre,30,14,No,Turisme,Turismo,208 5P STYLE EHDI 92,PEUGEOT,Desconegut,B,13,2.1803107257941523,41.43885395028308
Nou Barris,Porta,Lunes,Septiembre,30,14,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,XIAOMI,Desconegut,Desconegut,Desconegut,2.1803107257941523,41.43885395028308
Nou Barris,Porta,Lunes,Abril,29,9,No,"Camió rígid <= 3,5 tones",Camión,MIDLUM,RENAULT,Blanc,C,7,2.173917851785552,41.437363442716254
Nou Barris,Porta,Miércoles,Abril,10,12,No,"Camió rígid <= 3,5 tones",Camión,SPRINTER,MERCEDES,Altres,B,13,2.1761501652958395,41.43231966377108
Nou Barris,Porta,Viernes,Enero,4,11,No,Furgoneta,Furgoneta,NV200,NISSAN,Gris,B,29,2.1761501652958395,41.43231966377108
Nou Barris,Porta,Viernes,Enero,4,11,No,Motocicleta,Motocicleta,SH 125,HONDA,Blanc,B,9,2.1761501652958395,41.43231966377108
Nou Barris,Porta,Jueves,Mayo,23,15,No,Furgoneta,Furgoneta,JUMPY TALLA M BLUEHDI,CITROEN,Blanc,B,9,2.1757191617825216,41.4326517398976
Nou Barris,Porta,Martes,Septiembre,17,21,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Blanc,B,1,2.182384562792312,41.43268831674154
Nou Barris,Porta,Jueves,Noviembre,14,12,No,Ciclomotor,Ciclomotor,Desconegut,PEUGEOT,Gris,Llicència,2,2.1792318853127,41.43382799509947
Nou Barris,Porta,Jueves,Noviembre,14,12,No,Turisme,Turismo,GRAND SCENIC 1.5,RENAULT,Gris,B,38,2.1792318853127,41.43382799509947
Nou Barris,Porta,Martes,Septiembre,24,14,No,Furgoneta,Furgoneta,BERLINGO,CITROEN,Blanc,B,36,2.1783447410713794,41.43341092699999
Nou Barris,Porta,Martes,Septiembre,24,14,No,Furgoneta,Furgoneta,SCUDO COMBI 2.0 TD,FIAT,Blanc,B,14,2.1783447410713794,41.43341092699999
Nou Barris,Porta,Martes,Septiembre,24,14,No,Turisme,Turismo,KUGA,FORD,Blanc,B,11,2.1783447410713794,41.43341092699999
Nou Barris,Porta,Martes,Septiembre,24,14,No,Turisme,Turismo,LEON,SEAT,Gris,B,9,2.1783447410713794,41.43341092699999
Nou Barris,Porta,Sábado,Diciembre,21,11,No,Taxi,Taxi,5008 ACTIVE 1.6 BLUEHD,PEUGEOT,Negre/Groc,B,29,2.178500641497819,41.43316839155699
Nou Barris,Porta,Jueves,Diciembre,5,19,No,Motocicleta,Motocicleta,HW 125,YAMAHA,Blanc,B,18,2.178333334916303,41.433404270166186
Nou Barris,Porta,Jueves,Diciembre,5,19,No,Turisme,Turismo,LEON 1.9,SEAT,Blanc,B,3,2.178333334916303,41.433404270166186
Nou Barris,Porta,Lunes,Febrero,25,21,No,Motocicleta,Motocicleta,SUPER DINK,KYMCO,Vermell,B,14,2.1778388979494263,41.43255089401049
Nou Barris,Porta,Lunes,Febrero,25,21,No,Turisme,Turismo,EPICA,CHEVROLET,Gris,Desconegut,Desconegut,2.1778388979494263,41.43255089401049
Nou Barris,Porta,Martes,Abril,30,12,No,Furgoneta,Furgoneta,FIORINO,FIAT,Blanc,B,4,2.178219428148123,41.433031272793365
Nou Barris,Porta,Domingo,Febrero,10,8,No,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1778605334888748,41.43280919932919
Nou Barris,Porta,Domingo,Febrero,10,8,No,Motocicleta,Motocicleta,GPD125 A,YAMAHA,Gris,Desconegut,Desconegut,2.1778605334888748,41.43280919932919
Nou Barris,Porta,Domingo,Febrero,10,8,No,Motocicleta,Motocicleta,HW 125,YAMAHA,Negre,Desconegut,Desconegut,2.1778605334888748,41.43280919932919
Nou Barris,Porta,Domingo,Febrero,10,8,No,Motocicleta,Motocicleta,VERSITY 300,YAMAHA,Desconegut,Desconegut,Desconegut,2.1778605334888748,41.43280919932919
